"App","Architecture Team","Asset Type","CCM Lite","CIS Asset Type","CIS Description","CIS Safeguard","CIS Security Function","CIS Title","CSF Category","CSF Category Identifier","CSF Function","Compute","Control ID","Control Specification","Control Title","Cybersecurity","Data","Description","GRC Team","HR","ISO 27001 Asset Type","ISO 27001 CIS Safeguard","ISO 27001 Description","ISO 27001 Security Function","ISO 27001 Title","IaaS","Internal Audit","Legal/Privacy","Metrics","Network","Objective","Operations","PaaS","Phys","Priority","Process Steps","Responsible Team","SW Development","SaaS","Scope","Security Function","Storage","Supply Chain Management","Title"
"TRUE","TRUE","Data","Yes","Data","Develop and implement a data retention policy that specifies how long data should be retained and how it should be securely disposed of.","20.1","Protect","Establish a Data Retention Policy","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DSP-08","Develop systems, products, and business practices based upon a principle
of privacy by design and industry best practices. Ensure that systems' privacy
settings are configured by default, according to all applicable laws and regulations.","Data Privacy by Design and Default","FALSE","TRUE","Develop and implement a data retention policy that specifies how long data should be retained and how it should be securely disposed of.","FALSE","FALSE","Data","20.1","Develop and implement a data retention policy that specifies how long data should be retained and how it should be securely disposed of.","Protect","Establish a Data Retention Policy","Shared","FALSE","TRUE","['Number of retention incidents', 'Frequency of policy updates', 'Compliance rate with retention policies']","TRUE","Manage data retention.","FALSE","Shared","TRUE","Priority 3","['Define Data Retention Policies', 'Implement Retention Procedures', 'Regularly Monitor Data Retention', 'Update Policies as Needed']","IT Security Team","TRUE","Shared","All organizational data.","Protect","TRUE","FALSE","Establish a Data Retention Policy"
"FALSE","TRUE","Data","No","Data","Ensure that data is securely disposed of when it is no longer needed, using methods such as shredding, degaussing, or cryptographic erasure.","20.2","Protect","Implement Secure Data Disposal Practices","Technology Infrastructure Resilience","PR.IR","Protect (PR)","FALSE","DSP-09","Conduct a Data Protection Impact Assessment (DPIA) to evaluate the
origin, nature, particularity and severity of the risks upon the processing
of personal data, according to any applicable laws, regulations and industry
best practices.","Data Protection Impact Assessment","FALSE","TRUE","Ensure that data is securely disposed of when it is no longer needed, using methods such as shredding, degaussing, or cryptographic erasure.","FALSE","FALSE","Data","20.2","Ensure that data is securely disposed of when it is no longer needed, using methods such as shredding, degaussing, or cryptographic erasure.","Protect","Implement Secure Data Disposal Practices","Shared","FALSE","TRUE","['Number of data availability incidents', 'Frequency of policy updates', 'Compliance rate with availability policies']","FALSE","Ensure data availability.","TRUE","Shared","FALSE","Priority 3","['Define Data Availability Policies', 'Implement Availability Measures', 'Regularly Monitor Data Availability', 'Update Policies as Needed']","IT Security Team","FALSE","Shared","All organizational data.","Protect","FALSE","FALSE","Implement Secure Data Disposal Practices"
"FALSE","TRUE","Data","Yes","Data","Regularly audit data retention and disposal practices to ensure compliance with organizational policies and legal requirements.","20.3","Protect","Conduct Regular Audits of Data Retention and Disposal","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DSP-10","Define, implement and evaluate processes, procedures and technical
measures that ensure any transfer of personal or sensitive data is protected
from unauthorized access and only processed within scope as permitted by the
respective laws and regulations.","Sensitive Data Transfer","TRUE","TRUE","Regularly audit data retention and disposal practices to ensure compliance with organizational policies and legal requirements.","TRUE","FALSE","Data","20.3","Regularly audit data retention and disposal practices to ensure compliance with organizational policies and legal requirements.","Protect","Conduct Regular Audits of Data Retention and Disposal","Shared","FALSE","FALSE","['Number of access monitoring incidents', 'Frequency of policy updates', 'Compliance rate with access monitoring policies']","TRUE","Monitor data access.","TRUE","Shared","FALSE","Priority 3","['Define Data Access Monitoring Policies', 'Implement Monitoring Measures', 'Regularly Monitor Data Access', 'Update Policies as Needed']","IT Security Team","FALSE","Shared","All sensitive data.","Protect","FALSE","FALSE","Conduct Regular Audits of Data Retention and Disposal"
"FALSE","TRUE","Software","Yes","Software","Develop and maintain an application whitelisting program to ensure that only authorized software can be installed and executed.","21.1","Protect","Establish an Application Whitelisting Program","Technology Infrastructure Resilience","PR.IR","Protect (PR)","FALSE","DSP-11","Define and implement, processes, procedures and technical measures
to enable data subjects to request access to, modification, or deletion of their
personal data, according to any applicable laws and regulations.","Personal Data Access, Reversal, Rectification and Deletion","FALSE","TRUE","Develop and maintain an application whitelisting program to ensure that only authorized software can be installed and executed.","FALSE","FALSE","Software","21.1","Develop and maintain an application whitelisting program to ensure that only authorized software can be installed and executed.","Protect","Establish an Application Whitelisting Program","Shared","FALSE","TRUE","['Number of data recovery incidents', 'Frequency of policy updates', 'Compliance rate with recovery policies']","FALSE","Ensure data recovery.","TRUE","Shared","FALSE","Priority 3","['Define Data Recovery Policies', 'Implement Recovery Solutions', 'Regularly Monitor Data Recovery', 'Update Policies as Needed']","IT Security Team","FALSE","Shared","All organizational data.","Protect","FALSE","FALSE","Establish an Application Whitelisting Program"
"TRUE","TRUE","Software","Yes","Software","Develop and maintain a patch management process to ensure that patches are applied in a timely and secure manner.","21.2","Protect","Implement a Patch Management Process","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DSP-12","Define, implement and evaluate processes, procedures and technical
measures to ensure that personal data is processed according to any applicable
laws and regulations and for the purposes declared to the data subject.","Limitation of Purpose in Personal Data Processing","FALSE","TRUE","Develop and maintain a patch management process to ensure that patches are applied in a timely and secure manner.","TRUE","FALSE","Software","21.2","Develop and maintain a patch management process to ensure that patches are applied in a timely and secure manner.","Protect","Implement a Patch Management Process","Shared","FALSE","TRUE","['Number of unauthorized sharing incidents', 'Frequency of policy updates', 'Compliance rate with sharing policies']","TRUE","Control data sharing.","FALSE","Shared","TRUE","Priority 3","['Define Data Sharing Policies', 'Implement Sharing Control Measures', 'Regularly Monitor Data Sharing', 'Update Policies as Needed']","IT Security Team","TRUE","Shared","All shared data.","Protect","TRUE","FALSE","Implement a Patch Management Process"
"TRUE","TRUE","Software","Yes","Software","Ensure that secure software development practices are followed during the design, development, and deployment of applications.","21.3","Protect","Implement Secure Software Development Practices","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DSP-13","Define, implement and evaluate processes, procedures and technical
measures for the transfer and sub-processing of personal data within the service
supply chain, according to any applicable laws and regulations.","Personal Data Sub-processing","FALSE","TRUE","Ensure that secure software development practices are followed during the design, development, and deployment of applications.","TRUE","FALSE","Software","21.3","Ensure that secure software development practices are followed during the design, development, and deployment of applications.","Protect","Implement Secure Software Development Practices","Shared","FALSE","TRUE","['Number of data storage incidents', 'Frequency of policy updates', 'Compliance rate with storage policies']","TRUE","Ensure secure data storage.","FALSE","Shared","TRUE","Priority 3","['Define Data Storage Policies', 'Implement Secure Storage Measures', 'Regularly Monitor Data Storage', 'Update Policies as Needed']","IT Security Team","TRUE","Shared","All stored data.","Protect","TRUE","TRUE","Implement Secure Software Development Practices"
"FALSE","TRUE","Software","Yes","Software","Regularly test software for security vulnerabilities to ensure they meet security requirements and are free from known vulnerabilities.","21.4","Detect","Regularly Test Software for Security Vulnerabilities","Continuous Monitoring","DE.CM","Detect (DE)","FALSE","DSP-14","Define, implement and evaluate processes, procedures and technical
measures to disclose the details of any personal or sensitive data access by
sub-processors to the data owner prior to initiation of that processing.","Disclosure of Data Sub-processors","FALSE","TRUE","Regularly test software for security vulnerabilities to ensure they meet security requirements and are free from known vulnerabilities.","TRUE","FALSE","Software","21.4","Regularly test software for security vulnerabilities to ensure they meet security requirements and are free from known vulnerabilities.","Detect","Regularly Test Software for Security Vulnerabilities","Shared","FALSE","TRUE","['Number of unauthorized access incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","FALSE","Protect data from unauthorized access.","TRUE","Shared","FALSE","Priority 3","['Define Data Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Data Protection', 'Update Policies as Needed']","IT Security Team","TRUE","Shared","All organizational data.","Detect","FALSE","TRUE","Regularly Test Software for Security Vulnerabilities"
"FALSE","TRUE","Software","No","Software","Establish and maintain a secure software development lifecycle (SDLC) to ensure that software is developed and maintained securely.","21.5","Protect","Implement a Secure Software Development Lifecycle","Technology Infrastructure Resilience","PR.IR","Protect (PR)","FALSE","DSP-15","Obtain authorization from data owners, and manage associated risk
before replicating or using production data in non-production environments.","Limitation of Production Data Use","FALSE","TRUE","Establish and maintain a secure software development lifecycle (SDLC) to ensure that software is developed and maintained securely.","FALSE","FALSE","Software","21.5","Establish and maintain a secure software development lifecycle (SDLC) to ensure that software is developed and maintained securely.","Protect","Implement a Secure Software Development Lifecycle","Shared","FALSE","FALSE","['Number of disposal incidents', 'Frequency of policy updates', 'Compliance rate with disposal policies']","FALSE","Ensure secure data disposal.","TRUE","Shared","FALSE","Priority 3","['Define Data Disposal Policies', 'Implement Secure Disposal Methods', 'Regularly Monitor Data Disposal', 'Update Policies as Needed']","IT Security Team","TRUE","Shared","All data scheduled for disposal.","Protect","FALSE","FALSE","Implement a Secure Software Development Lifecycle"
"FALSE","TRUE","Software","Yes","Software","Ensure that unauthorized software is either removed or the inventory is updated in a timely manner.","2.3","Protect","Address Unauthorized Software","Identity Management, Authentication, and Access Control","PR.AA","Protect (PR)","FALSE","DSP-16","Data retention, archiving and deletion is managed in accordance with
business requirements, applicable laws and regulations.","Data Retention and Deletion","FALSE","TRUE","Ensure that unauthorized software is either removed or the inventory is updated in a timely manner.","TRUE","FALSE","Software","2.3","Ensure that unauthorized software is either removed or the inventory is updated in a timely manner.","Protect","Address Unauthorized Software","Shared","FALSE","TRUE","['Number of privacy incidents', 'Frequency of policy updates', 'Compliance rate with privacy policies']","FALSE","Manage data privacy.","TRUE","Shared","FALSE","Priority 3","['Define Data Privacy Policies', 'Implement Privacy Measures', 'Regularly Monitor Data Privacy', 'Update Policies as Needed']","IT Security Team","FALSE","Shared","All personal data.","Protect","TRUE","FALSE","Address Unauthorized Software"
"FALSE","TRUE","Vulnerability management","Yes","Vulnerability management","Develop and maintain a process for identifying, prioritizing, and mitigating vulnerabilities in software and systems.","21.6","Protect","Implement a Vulnerability Management Process","Technology Infrastructure Resilience","PR.IR","Protect (PR)","FALSE","DSP-17","Define and implement, processes, procedures and technical measures
to protect sensitive data throughout it's lifecycle.","Sensitive Data Protection","FALSE","TRUE","Develop and maintain a process for identifying, prioritizing, and mitigating vulnerabilities in software and systems.","FALSE","FALSE","Vulnerability management","21.6","Develop and maintain a process for identifying, prioritizing, and mitigating vulnerabilities in software and systems.","Protect","Implement a Vulnerability Management Process","CSP-Owned","FALSE","FALSE","['Number of compliance incidents', 'Frequency of policy updates', 'Compliance rate with compliance policies']","FALSE","Ensure data compliance.","TRUE","CSP-Owned","FALSE","Priority 3","['Define Data Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor Data Compliance', 'Update Policies as Needed']","IT Security Team","TRUE","CSC-Owned","All organizational data.","Protect","FALSE","FALSE","Implement a Vulnerability Management Process"
"FALSE","FALSE","Vulnerability management","No","Vulnerability management","Conduct regular scans of software and systems to identify vulnerabilities and ensure they are addressed in a timely manner.","21.7","Detect","Regularly Scan Software and Systems for Vulnerabilities","Continuous Monitoring","DE.CM","Detect (DE)","FALSE","DSP-18","The CSP must have in place, and describe to CSCs the procedure to
manage and respond to requests for disclosure of Personal Data by Law Enforcement
Authorities according to applicable laws and regulations. The CSP must give
special attention to the notification procedure to interested CSCs, unless otherwise
prohibited, such as a prohibition under criminal law to preserve confidentiality
of a law enforcement investigation.","Disclosure Notification","FALSE","TRUE","Conduct regular scans of software and systems to identify vulnerabilities and ensure they are addressed in a timely manner.","FALSE","FALSE","Vulnerability management","21.7","Conduct regular scans of software and systems to identify vulnerabilities and ensure they are addressed in a timely manner.","Detect","Regularly Scan Software and Systems for Vulnerabilities","CSP-Owned","FALSE","TRUE","['Number of governance incidents', 'Frequency of policy updates', 'Compliance rate with governance policies']","FALSE","Implement data governance.","FALSE","CSP-Owned","FALSE","Priority 3","['Define Data Governance Policies', 'Implement Governance Measures', 'Regularly Monitor Data Governance', 'Update Policies as Needed']","IT Security Team","FALSE","CSP-Owned","All organizational data.","Detect","FALSE","FALSE","Regularly Scan Software and Systems for Vulnerabilities"
"TRUE","TRUE","Software","Yes","Software","Ensure that security patches and updates are applied to software in a timely manner to mitigate vulnerabilities.","21.8","Protect","Apply Security Patches and Updates to Software","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DSP-19","Define and implement, processes, procedures and technical measures
to specify and document the physical locations of data, including any locations
in which data is processed or backed up.","Data Location","FALSE","TRUE","Ensure that security patches and updates are applied to software in a timely manner to mitigate vulnerabilities.","FALSE","FALSE","Software","21.8","Ensure that security patches and updates are applied to software in a timely manner to mitigate vulnerabilities.","Protect","Apply Security Patches and Updates to Software","Shared","FALSE","FALSE","['Number of lifecycle incidents', 'Frequency of policy updates', 'Compliance rate with lifecycle policies']","TRUE","Manage data lifecycle.","TRUE","Shared","TRUE","Priority 3","['Define Data Lifecycle Policies', 'Implement Lifecycle Measures', 'Regularly Monitor Data Lifecycle', 'Update Policies as Needed']","IT Security Team","FALSE","Shared","All organizational data.","Protect","TRUE","FALSE","Apply Security Patches and Updates to Software"
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","GRC-01","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for an information governance program, which is sponsored
by the leadership of the organization. Review and update the policies and procedures
at least annually.","Governance Program Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of governance incidents', 'Frequency of policy updates', 'Compliance rate with governance policies']","TRUE","Ensure governance processes.","TRUE","Shared","TRUE","Priority 3","['Define Governance Policies', 'Implement Governance Measures', 'Regularly Monitor Governance', 'Update Policies as Needed']","","TRUE","Shared","All organizational governance activities.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","GRC-02","Establish a formal, documented, and leadership-sponsored Enterprise
Risk Management (ERM) program that includes policies and procedures for identification,
evaluation, ownership, treatment, and acceptance of cloud security and privacy
risks.","Risk Management Program","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of risk assessment incidents', 'Frequency of policy updates', 'Compliance rate with assessment policies']","TRUE","Manage risk assessments.","TRUE","Shared","TRUE","Priority 3","['Define Risk Assessment Policies', 'Implement Assessment Measures', 'Regularly Monitor Risk Assessments', 'Update Policies as Needed']","","TRUE","Shared","All organizational risks.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","GRC-03","Review all relevant organizational policies and associated procedures
at least annually or when a substantial change occurs within the organization.","Organizational Policy Reviews","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of regulatory compliance incidents', 'Frequency of policy updates', 'Compliance rate with regulatory policies']","TRUE","Ensure regulatory compliance.","TRUE","Shared","TRUE","Priority 3","['Define Regulatory Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor Compliance', 'Update Policies as Needed']","","TRUE","Shared","All regulatory requirements.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","GRC-04","Establish and follow an approved exception process as mandated by
the governance program whenever a deviation from an established policy occurs.","Policy Exception Process","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of compliance monitoring incidents', 'Frequency of policy updates', 'Compliance rate with monitoring policies']","TRUE","Implement compliance monitoring.","TRUE","Shared","TRUE","Priority 3","['Define Compliance Monitoring Policies', 'Implement Monitoring Measures', 'Regularly Monitor Compliance', 'Update Policies as Needed']","","TRUE","Shared","All compliance activities.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","GRC-05","Develop and implement an Information Security Program, which includes
programs for all the relevant domains of the CCM.","Information Security Program","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of internal audit incidents', 'Frequency of policy updates', 'Compliance rate with audit policies']","TRUE","Manage internal audits.","TRUE","Shared","TRUE","Priority 3","['Define Internal Audit Policies', 'Implement Audit Measures', 'Regularly Monitor Audits', 'Update Policies as Needed']","","TRUE","Shared","All organizational units.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","GRC-06","Define and document roles and responsibilities for planning, implementing,
operating, assessing, and improving governance programs.","Governance Responsibility Model","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of policy compliance incidents', 'Frequency of policy updates', 'Compliance rate with compliance policies']","TRUE","Ensure policy compliance.","TRUE","Shared","TRUE","Priority 3","['Define Policy Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor Compliance', 'Update Policies as Needed']","","TRUE","Shared","All organizational policies.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","GRC-07","Identify and document all relevant standards, regulations, legal/contractual,
and statutory requirements, which are applicable to your organization.","Information System Regulatory Mapping","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of control incidents', 'Frequency of policy updates', 'Compliance rate with control policies']","TRUE","Implement control frameworks.","TRUE","Shared","TRUE","Priority 3","['Define Control Framework Policies', 'Implement Control Measures', 'Regularly Monitor Controls', 'Update Policies as Needed']","","TRUE","Shared","All organizational controls.","","TRUE","FALSE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","GRC-08","Establish and maintain contact with cloud-related special interest
groups and other relevant entities in line with business context.","Special Interest Groups","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of governance monitoring incidents', 'Frequency of policy updates', 'Compliance rate with monitoring policies']","TRUE","Monitor governance activities.","TRUE","Shared","TRUE","Priority 3","['Define Governance Monitoring Policies', 'Implement Monitoring Measures', 'Regularly Monitor Governance', 'Update Policies as Needed']","","TRUE","Shared","All organizational units.","","TRUE","FALSE",""
"TRUE","TRUE","","No","","","","","","","","","FALSE","HRS-01","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for background verification of all new employees (including
but not limited to remote employees, contractors, and third parties) according
to local laws, regulations, ethics, and contractual constraints and proportional
to the data classification to be accessed, the business requirements, and acceptable
risk. Review and update the policies and procedures at least annually.","Background Screening Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of HR security incidents', 'Frequency of policy updates', 'Compliance rate with HR security policies']","TRUE","Ensure secure HR processes.","TRUE","Shared","FALSE","Priority 3","['Define HR Security Policies', 'Implement Security Measures', 'Regularly Monitor HR Security', 'Update Policies as Needed']","","TRUE","Shared","All HR activities.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","HRS-02","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for defining allowances and conditions for the acceptable
use of organizationally-owned or managed assets. Review and update the policies
and procedures at least annually.","Acceptable Use of Technology Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of employee data incidents', 'Frequency of policy updates', 'Compliance rate with employee data policies']","TRUE","Protect employee data.","TRUE","Shared","TRUE","Priority 3","['Define Employee Data Policies', 'Implement Protection Measures', 'Regularly Monitor Employee Data', 'Update Policies as Needed']","","TRUE","Shared","All employee data.","","TRUE","TRUE",""
"FALSE","TRUE","","Yes","","","","","","","","","FALSE","HRS-03","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures that require unattended workspaces to not have openly
visible confidential data. Review and update the policies and procedures at
least annually.","Clean Desk Policy and Procedures","TRUE","FALSE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of access incidents', 'Frequency of policy updates', 'Compliance rate with access policies']","FALSE","Manage employee access.","TRUE","Shared","TRUE","Priority 3","['Define Access Control Policies', 'Implement Access Control Measures', 'Regularly Monitor Employee Access', 'Update Policies as Needed']","","TRUE","Shared","All organizational systems.","","FALSE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","HRS-04","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures to protect information accessed, processed or stored
at remote sites and locations. Review and update the policies and procedures
at least annually.","Remote and Home Working Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of onboarding incidents', 'Frequency of policy updates', 'Compliance rate with onboarding policies']","TRUE","Ensure secure onboarding.","TRUE","Shared","TRUE","Priority 3","['Define Onboarding Policies', 'Implement Onboarding Measures', 'Regularly Monitor Onboarding', 'Update Policies as Needed']","","TRUE","Shared","All new hires.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","FALSE","HRS-05","Establish and document procedures for the return of organization-owned
assets by terminated employees.","Asset returns","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","FALSE","['Number of offboarding incidents', 'Frequency of policy updates', 'Compliance rate with offboarding policies']","FALSE","Manage offboarding processes.","TRUE","Shared","TRUE","Priority 3","['Define Offboarding Policies', 'Implement Offboarding Measures', 'Regularly Monitor Offboarding', 'Update Policies as Needed']","","FALSE","Shared","All departing employees.","","TRUE","FALSE",""
"TRUE","FALSE","","No","","","","","","","","","FALSE","HRS-06","Establish, document, and communicate to all personnel the procedures
outlining the roles and responsibilities concerning changes in employment.","Employment Termination","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","FALSE","['Number of training incidents', 'Frequency of policy updates', 'Compliance rate with training policies']","FALSE","Ensure employee training.","TRUE","Shared","TRUE","Priority 3","['Define Training Policies', 'Implement Training Measures', 'Regularly Monitor Training', 'Update Policies as Needed']","","FALSE","Shared","All employees.","","TRUE","FALSE",""
"TRUE","FALSE","","No","","","","","","","","","FALSE","HRS-07","Employees sign the employee agreement prior to being granted access
to organizational information systems, resources and assets.","Employment Agreement Process","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of HR incidents', 'Frequency of policy updates', 'Compliance rate with HR policies']","FALSE","Implement HR policies.","TRUE","Shared","TRUE","Priority 3","['Define HR Policies', 'Implement HR Measures', 'Regularly Monitor HR Policies', 'Update Policies as Needed']","","FALSE","Shared","All HR activities.","","TRUE","FALSE",""
"FALSE","FALSE","","No","","","","","","","","","FALSE","HRS-08","The organization includes within the employment agreements provisions
and/or terms for adherence to established information governance and security
policies.","Employment Agreement Content","TRUE","FALSE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of compliance incidents', 'Frequency of policy updates', 'Compliance rate with compliance policies']","FALSE","Monitor HR compliance.","TRUE","Shared","FALSE","Priority 3","['Define HR Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor HR Compliance', 'Update Policies as Needed']","","FALSE","Shared","All HR activities.","","FALSE","FALSE",""
"FALSE","FALSE","","No","","","","","","","","","FALSE","HRS-09","Document and communicate roles and responsibilities of employees,
as they relate to information assets and security.","Personnel Roles and Responsibilities","TRUE","FALSE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of record incidents', 'Frequency of policy updates', 'Compliance rate with record policies']","FALSE","Manage HR records.","TRUE","Shared","FALSE","Priority 3","['Define Record Management Policies', 'Implement Management Measures', 'Regularly Monitor Records', 'Update Policies as Needed']","","FALSE","Shared","All HR documentation.","","FALSE","FALSE",""
"FALSE","FALSE","","No","","","","","","","","","FALSE","HRS-10","Identify, document, and review, at planned intervals, requirements
for non-disclosure/confidentiality agreements reflecting the organization's
needs for the protection of data and operational details.","Non-Disclosure Agreements","TRUE","FALSE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of background check incidents', 'Frequency of policy updates', 'Compliance rate with check policies']","FALSE","Ensure employee background checks.","TRUE","Shared","FALSE","Priority 3","['Define Background Check Policies', 'Implement Check Measures', 'Regularly Monitor Background Checks', 'Update Policies as Needed']","","FALSE","Shared","All new hires.","","FALSE","FALSE",""
"FALSE","TRUE","","Yes","","","","","","","","","FALSE","HRS-11","Establish, document, approve, communicate, apply, evaluate and maintain
a security awareness training program for all employees of the organization
and provide regular training updates.","Security Awareness Training","TRUE","FALSE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of HR system incidents', 'Frequency of policy updates', 'Compliance rate with system policies']","FALSE","Protect HR systems.","TRUE","Shared","FALSE","Priority 3","['Define HR System Policies', 'Implement Protection Measures', 'Regularly Monitor HR Systems', 'Update Policies as Needed']","","TRUE","Shared","All HR IT systems.","","FALSE","TRUE",""
"FALSE","TRUE","","No","","","","","","","","","FALSE","HRS-12","Provide all employees with access to sensitive organizational and
personal data with appropriate security awareness training and regular updates
in organizational procedures, processes, and policies relating to their professional
function relative to the organization.","Personal and Sensitive Data Awareness and Training","TRUE","FALSE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of policy compliance incidents', 'Frequency of policy updates', 'Compliance rate with policy compliance policies']","FALSE","Ensure HR policy compliance.","TRUE","Shared","FALSE","Priority 3","['Define HR Policy Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor HR Policy Compliance', 'Update Policies as Needed']","","TRUE","Shared","All HR activities.","","FALSE","TRUE",""
"FALSE","TRUE","","No","","","","","","","","","FALSE","HRS-13","Make employees aware of their roles and responsibilities for maintaining
awareness and compliance with established policies and procedures and applicable
legal, statutory, or regulatory compliance obligations.","Compliance User Responsibility","TRUE","FALSE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of HR incidents', 'Frequency of policy updates', 'Compliance rate with incident policies']","FALSE","Manage HR incidents.","TRUE","Shared","FALSE","Priority 3","['Define HR Incident Policies', 'Implement Incident Measures', 'Regularly Monitor HR Incidents', 'Update Policies as Needed']","","TRUE","Shared","All HR activities.","","FALSE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","IAM-01","Establish, document, approve, communicate, implement, apply, evaluate
and maintain policies and procedures for identity and access management. Review
and update the policies and procedures at least annually.","Identity and Access Management Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of IAM incidents', 'Frequency of policy updates', 'Compliance rate with IAM policies']","TRUE","Establish identity and access management policies.","TRUE","Shared","TRUE","Priority 1","['Define IAM Policies', 'Implement IAM Procedures', 'Regularly Review Policies', 'Update Procedures as Needed']","","TRUE","Shared","All identity and access management activities.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","IAM-02","Establish, document, approve, communicate, implement, apply, evaluate
and maintain strong password policies and procedures. Review and update the
policies and procedures at least annually.","Strong Password Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of password incidents', 'Frequency of password reviews', 'Compliance rate with password policies']","TRUE","Implement strong password policies.","TRUE","Shared","TRUE","Priority 1","['Define Password Policies', 'Implement Password Procedures', 'Regularly Review Passwords', 'Update Procedures as Needed']","","TRUE","Shared","All password management activities.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","IAM-03","Manage, store, and review the information of system identities, and
level of access.","Identity Inventory","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of inventory incidents', 'Frequency of inventory reviews', 'Compliance rate with inventory policies']","TRUE","Maintain an inventory of identities.","TRUE","Shared","TRUE","Priority 1","['Define Identity Inventory Policies', 'Implement Inventory Procedures', 'Regularly Review Inventory', 'Update Procedures as Needed']","","TRUE","Shared","All identity management activities.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","IAM-04","Employ the separation of duties principle when implementing information
system access.","Separation of Duties","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of separation incidents', 'Frequency of duty reviews', 'Compliance rate with separation policies']","TRUE","Ensure separation of duties.","TRUE","Shared","TRUE","Priority 1","['Define Separation Policies', 'Implement Separation Procedures', 'Regularly Review Duties', 'Update Procedures as Needed']","","TRUE","Shared","All access management activities.","","TRUE","TRUE",""
